# k               u                 rapidity          phi
+5.693097e+15     +5.857979e-01     +4.000000e+01     +8.024651e-12
+8.425308e+15     +5.907597e-01     +4.000000e+01     +4.662141e-12
+1.244686e+16     +5.956993e-01     +4.000000e+01     +2.712036e-12
+1.835543e+16     +6.006165e-01     +4.000000e+01     +1.579795e-12
+2.702050e+16     +6.055110e-01     +4.000000e+01     +9.215175e-13
+3.970453e+16     +6.103828e-01     +4.000000e+01     +5.383281e-13
+5.823691e+16     +6.152316e-01     +4.000000e+01     +3.149441e-13
+8.526323e+16     +6.200572e-01     +4.000000e+01     +1.845458e-13
+1.246018e+17     +6.248595e-01     +4.000000e+01     +1.083082e-13
+1.817522e+17     +6.296382e-01     +4.000000e+01     +6.367142e-14
+2.646195e+17     +6.343933e-01     +4.000000e+01     +3.749354e-14
+3.845427e+17     +6.391244e-01     +4.000000e+01     +2.211746e-14
+5.577526e+17     +6.438315e-01     +4.000000e+01     +1.307023e-14
+8.074340e+17     +6.485144e-01     +4.000000e+01     +7.738156e-15
+1.166634e+18     +6.531728e-01     +4.000000e+01     +4.589867e-15
+1.682359e+18     +6.578067e-01     +4.000000e+01     +2.727767e-15
+2.421325e+18     +6.624158e-01     +4.000000e+01     +1.624280e-15
+3.478017e+18     +6.669999e-01     +4.000000e+01     +9.691609e-16
+4.985959e+18     +6.715590e-01     +4.000000e+01     +5.794480e-16
+7.133428e+18     +6.760927e-01     +4.000000e+01     +3.471766e-16
+1.018532e+19     +6.806010e-01     +4.000000e+01     +2.084519e-16
+1.451348e+19     +6.850837e-01     +4.000000e+01     +1.254336e-16
+2.063877e+19     +6.895405e-01     +4.000000e+01     +7.564425e-17
+2.928905e+19     +6.939715e-01     +4.000000e+01     +4.572194e-17
+4.147920e+19     +6.983762e-01     +4.000000e+01     +2.769884e-17
+5.862101e+19     +7.027547e-01     +4.000000e+01     +1.681970e-17
+8.267391e+19     +7.071068e-01     +4.000000e+01     +1.023756e-17
+1.163510e+20     +7.114322e-01     +4.000000e+01     +6.246354e-18
+1.634004e+20     +7.157308e-01     +4.000000e+01     +3.820415e-18
+2.289873e+20     +7.200025e-01     +4.000000e+01     +2.342490e-18
+3.202135e+20     +7.242471e-01     +4.000000e+01     +1.439894e-18
+4.468197e+20     +7.284644e-01     +4.000000e+01     +8.873546e-19
+6.221342e+20     +7.326543e-01     +4.000000e+01     +5.482518e-19
+8.643496e+20     +7.368166e-01     +4.000000e+01     +3.396307e-19
+1.198238e+21     +7.409511e-01     +4.000000e+01     +2.109502e-19
+1.657446e+21     +7.450578e-01     +4.000000e+01     +1.313791e-19
+2.287566e+21     +7.491364e-01     +4.000000e+01     +8.204425e-20
+3.150213e+21     +7.531868e-01     +4.000000e+01     +5.137737e-20
+4.328460e+21     +7.572088e-01     +4.000000e+01     +3.226261e-20
+5.934018e+21     +7.612024e-01     +4.000000e+01     +2.031688e-20
+8.116727e+21     +7.651673e-01     +4.000000e+01     +1.283059e-20
+1.107706e+22     +7.691033e-01     +4.000000e+01     +8.126307e-21
+1.508256e+22     +7.730105e-01     +4.000000e+01     +5.161775e-21
+2.048928e+22     +7.768885e-01     +4.000000e+01     +3.288431e-21
+2.776994e+22     +7.807372e-01     +4.000000e+01     +2.101185e-21
+3.755041e+22     +7.845566e-01     +4.000000e+01     +1.346634e-21
+5.065717e+22     +7.883464e-01     +4.000000e+01     +8.656594e-22
+6.817873e+22     +7.921066e-01     +4.000000e+01     +5.581869e-22
+9.154480e+22     +7.958369e-01     +4.000000e+01     +3.610354e-22
+1.226282e+23     +7.995373e-01     +4.000000e+01     +2.342502e-22
+1.638757e+23     +8.032075e-01     +4.000000e+01     +1.524658e-22
+2.184746e+23     +8.068476e-01     +4.000000e+01     +9.955189e-23
+2.905663e+23     +8.104572e-01     +4.000000e+01     +6.520985e-23
+3.855162e+23     +8.140363e-01     +4.000000e+01     +4.285336e-23
+5.102564e+23     +8.175848e-01     +4.000000e+01     +2.825317e-23
+6.737181e+23     +8.211025e-01     +4.000000e+01     +1.868877e-23
+8.873753e+23     +8.245893e-01     +4.000000e+01     +1.240303e-23
+1.165927e+24     +8.280450e-01     +4.000000e+01     +8.259031e-24
+1.528149e+24     +8.314696e-01     +4.000000e+01     +5.518063e-24
+1.997956e+24     +8.348629e-01     +4.000000e+01     +3.699306e-24
+2.605721e+24     +8.382247e-01     +4.000000e+01     +2.488470e-24
+3.389902e+24     +8.415550e-01     +4.000000e+01     +1.679740e-24
+4.399054e+24     +8.448536e-01     +4.000000e+01     +1.137764e-24
+5.694296e+24     +8.481203e-01     +4.000000e+01     +7.733582e-25
+7.352336e+24     +8.513552e-01     +4.000000e+01     +5.275099e-25
+9.469147e+24     +8.545580e-01     +4.000000e+01     +3.610935e-25
+1.216445e+25     +8.577286e-01     +4.000000e+01     +2.480566e-25
+1.558714e+25     +8.608669e-01     +4.000000e+01     +1.710177e-25
+1.992178e+25     +8.639729e-01     +4.000000e+01     +1.183296e-25
+2.539649e+25     +8.670462e-01     +4.000000e+01     +8.217212e-26
+3.229234e+25     +8.700870e-01     +4.000000e+01     +5.727131e-26
+4.095447e+25     +8.730950e-01     +4.000000e+01     +4.006339e-26
+5.180544e+25     +8.760701e-01     +4.000000e+01     +2.812929e-26
+6.536086e+25     +8.790122e-01     +4.000000e+01     +1.982378e-26
+8.224788e+25     +8.819213e-01     +4.000000e+01     +1.402275e-26
+1.032268e+26     +8.847971e-01     +4.000000e+01     +9.956674e-27
+1.292163e+26     +8.876396e-01     +4.000000e+01     +7.096310e-27
+1.613227e+26     +8.904487e-01     +4.000000e+01     +5.076950e-27
+2.008739e+26     +8.932243e-01     +4.000000e+01     +3.646093e-27
+2.494582e+26     +8.959662e-01     +4.000000e+01     +2.628582e-27
+3.089689e+26     +8.986745e-01     +4.000000e+01     +1.902334e-27
+3.816549e+26     +9.013488e-01     +4.000000e+01     +1.382094e-27
+4.701783e+26     +9.039893e-01     +4.000000e+01     +1.008036e-27
+5.776790e+26     +9.065957e-01     +4.000000e+01     +7.381005e-28
+7.078473e+26     +9.091680e-01     +4.000000e+01     +5.425735e-28
+8.650041e+26     +9.117060e-01     +4.000000e+01     +4.004219e-28
+1.054191e+27     +9.142098e-01     +4.000000e+01     +2.966850e-28
+1.281265e+27     +9.166791e-01     +4.000000e+01     +2.207008e-28
+1.553013e+27     +9.191139e-01     +4.000000e+01     +1.648333e-28
+1.877257e+27     +9.215140e-01     +4.000000e+01     +1.236033e-28
+2.262987e+27     +9.238795e-01     +4.000000e+01     +9.305963e-29
+2.720489e+27     +9.262102e-01     +4.000000e+01     +7.034761e-29
+3.261486e+27     +9.285061e-01     +4.000000e+01     +5.339441e-29
+3.899282e+27     +9.307670e-01     +4.000000e+01     +4.069215e-29
+4.648914e+27     +9.329928e-01     +4.000000e+01     +3.113831e-29
+5.527302e+27     +9.351835e-01     +4.000000e+01     +2.392535e-29
+6.553403e+27     +9.373390e-01     +4.000000e+01     +1.845870e-29
+7.748360e+27     +9.394592e-01     +4.000000e+01     +1.429986e-29
+9.135644e+27     +9.415441e-01     +4.000000e+01     +1.112374e-29
+1.074119e+28     +9.435935e-01     +4.000000e+01     +8.688906e-30
+1.259350e+28     +9.456073e-01     +4.000000e+01     +6.815134e-30
+1.472378e+28     +9.475856e-01     +4.000000e+01     +5.367662e-30
+1.716597e+28     +9.495282e-01     +4.000000e+01     +4.245180e-30
+1.995678e+28     +9.514350e-01     +4.000000e+01     +3.371418e-30
+2.313576e+28     +9.533060e-01     +4.000000e+01     +2.688640e-30
+2.674519e+28     +9.551412e-01     +4.000000e+01     +2.153081e-30
+3.083002e+28     +9.569403e-01     +4.000000e+01     +1.731384e-30
+3.543773e+28     +9.587035e-01     +4.000000e+01     +1.398088e-30
+4.061809e+28     +9.604305e-01     +4.000000e+01     +1.133654e-30
+4.642293e+28     +9.621214e-01     +4.000000e+01     +9.230679e-31
+5.290573e+28     +9.637761e-01     +4.000000e+01     +7.547264e-31
+6.012125e+28     +9.653944e-01     +4.000000e+01     +6.196545e-31
+6.812496e+28     +9.669765e-01     +4.000000e+01     +5.108688e-31
+7.697248e+28     +9.685221e-01     +4.000000e+01     +4.229308e-31
+8.671887e+28     +9.700313e-01     +4.000000e+01     +3.515807e-31
+9.741789e+28     +9.715039e-01     +4.000000e+01     +2.934786e-31
+1.091211e+29     +9.729400e-01     +4.000000e+01     +2.459910e-31
+1.218772e+29     +9.743394e-01     +4.000000e+01     +2.070396e-31
+1.357304e+29     +9.757021e-01     +4.000000e+01     +1.749747e-31
+1.507203e+29     +9.770281e-01     +4.000000e+01     +1.484859e-31
+1.668800e+29     +9.783174e-01     +4.000000e+01     +1.265261e-31
+1.842353e+29     +9.795698e-01     +4.000000e+01     +1.082584e-31
+2.028039e+29     +9.807853e-01     +4.000000e+01     +9.300961e-32
+2.225937e+29     +9.819639e-01     +4.000000e+01     +8.023835e-32
+2.436021e+29     +9.831055e-01     +4.000000e+01     +6.950631e-32
+2.658148e+29     +9.842101e-01     +4.000000e+01     +6.045878e-32
+2.892051e+29     +9.852776e-01     +4.000000e+01     +5.280684e-32
+3.137330e+29     +9.863081e-01     +4.000000e+01     +4.631524e-32
+3.393441e+29     +9.873014e-01     +4.000000e+01     +4.079120e-32
+3.659696e+29     +9.882576e-01     +4.000000e+01     +3.607679e-32
+3.935259e+29     +9.891765e-01     +4.000000e+01     +3.204186e-32
+4.219138e+29     +9.900582e-01     +4.000000e+01     +2.857916e-32
+4.510196e+29     +9.909026e-01     +4.000000e+01     +2.559978e-32
+4.807143e+29     +9.917098e-01     +4.000000e+01     +2.303009e-32
+5.108550e+29     +9.924795e-01     +4.000000e+01     +2.080870e-32
+5.412853e+29     +9.932119e-01     +4.000000e+01     +1.888451e-32
+5.718365e+29     +9.939070e-01     +4.000000e+01     +1.721467e-32
+6.023289e+29     +9.945646e-01     +4.000000e+01     +1.576337e-32
+6.325732e+29     +9.951847e-01     +4.000000e+01     +1.450045e-32
+6.623726e+29     +9.957674e-01     +4.000000e+01     +1.340058e-32
+6.915247e+29     +9.963126e-01     +4.000000e+01     +1.244235e-32
+7.198236e+29     +9.968203e-01     +4.000000e+01     +1.160772e-32
+7.470623e+29     +9.972905e-01     +4.000000e+01     +1.088142e-32
+7.730353e+29     +9.977231e-01     +4.000000e+01     +1.025054e-32
+7.975411e+29     +9.981181e-01     +4.000000e+01     +9.704164e-33
+8.203847e+29     +9.984756e-01     +4.000000e+01     +9.233081e-33
+8.413801e+29     +9.987955e-01     +4.000000e+01     +8.829518e-33
+8.603532e+29     +9.990777e-01     +4.000000e+01     +8.486976e-33
+8.771437e+29     +9.993224e-01     +4.000000e+01     +8.200028e-33
+8.916079e+29     +9.995294e-01     +4.000000e+01     +7.964220e-33
+9.036202e+29     +9.996988e-01     +4.000000e+01     +7.775933e-33
+9.130754e+29     +9.998306e-01     +4.000000e+01     +7.632326e-33
+9.198898e+29     +9.999247e-01     +4.000000e+01     +7.531241e-33
+9.240030e+29     +9.999812e-01     +4.000000e+01     +7.471189e-33
+9.253782e+29     +1.000000e+00     +4.000000e+01     +7.451201e-33

+4.539993e-05     +6.123032e-17     +4.500000e+01     +2.836375e+01
+7.371789e-05     +6.135885e-03     +4.500000e+01     +2.805828e+01
+1.196968e-04     +1.227154e-02     +4.500000e+01     +2.747182e+01
+1.943464e-04     +1.840673e-02     +4.500000e+01     +2.697971e+01
+3.155344e-04     +2.454123e-02     +4.500000e+01     +2.649040e+01
+5.122537e-04     +3.067480e-02     +4.500000e+01     +2.600805e+01
+8.315415e-04     +3.680722e-02     +4.500000e+01     +2.552256e+01
+1.349694e-03     +4.293826e-02     +4.500000e+01     +2.503923e+01
+2.190438e-03     +4.906767e-02     +4.500000e+01     +2.455443e+01
+3.554376e-03     +5.519524e-02     +4.500000e+01     +2.407087e+01
+5.766662e-03     +6.132074e-02     +4.500000e+01     +2.358659e+01
+9.354195e-03     +6.744392e-02     +4.500000e+01     +2.310316e+01
+1.517055e-02     +7.356456e-02     +4.500000e+01     +2.261940e+01
+2.459807e-02     +7.968244e-02     +4.500000e+01     +2.213628e+01
+3.987474e-02     +8.579731e-02     +4.500000e+01     +2.165305e+01
+6.462251e-02     +9.190896e-02     +4.500000e+01     +2.117036e+01
+1.047011e-01     +9.801714e-02     +4.500000e+01     +2.068770e+01
+1.695867e-01     +1.041216e-01     +4.500000e+01     +2.020555e+01
+2.745984e-01     +1.102222e-01     +4.500000e+01     +1.972352e+01
+4.444898e-01     +1.163186e-01     +4.500000e+01     +1.924197e+01
+7.192425e-01     +1.224107e-01     +4.500000e+01     +1.876063e+01
+1.163405e+00     +1.284981e-01     +4.500000e+01     +1.827978e+01
+1.881136e+00     +1.345807e-01     +4.500000e+01     +1.779921e+01
+3.040436e+00     +1.406582e-01     +4.500000e+01     +1.731912e+01
+4.912129e+00     +1.467305e-01     +4.500000e+01     +1.683938e+01
+7.932574e+00     +1.527972e-01     +4.500000e+01     +1.636014e+01
+1.280446e+01     +1.588581e-01     +4.500000e+01     +1.588129e+01
+2.065870e+01     +1.649131e-01     +4.500000e+01     +1.540297e+01
+3.331438e+01     +1.709619e-01     +4.500000e+01     +1.492509e+01
+5.369573e+01     +1.770042e-01     +4.500000e+01     +1.444777e+01
+8.650058e+01     +1.830399e-01     +4.500000e+01     +1.397092e+01
+1.392714e+02     +1.890687e-01     +4.500000e+01     +1.349467e+01
+2.241096e+02     +1.950903e-01     +4.500000e+01     +1.301893e+01
+3.604186e+02     +2.011046e-01     +4.500000e+01     +1.254381e+01
+5.792874e+02     +2.071114e-01     +4.500000e+01     +1.206926e+01
+9.304937e+02     +2.131103e-01     +4.500000e+01     +1.159535e+01
+1.493680e+03     +2.191012e-01     +4.500000e+01     +1.112204e+01
+2.396175e+03     +2.250839e-01     +4.500000e+01     +1.064942e+01
+3.841394e+03     +2.310581e-01     +4.500000e+01     +1.017743e+01
+6.154045e+03     +2.370236e-01     +4.500000e+01     +9.706170e+00
+9.852044e+03     +2.429802e-01     +4.500000e+01     +9.235571e+00
+1.576080e+04     +2.489276e-01     +4.500000e+01     +8.765732e+00
+2.519465e+04     +2.548657e-01     +4.500000e+01     +8.296594e+00
+4.024477e+04     +2.607941e-01     +4.500000e+01     +7.828253e+00
+6.423528e+04     +2.667128e-01     +4.500000e+01     +7.360645e+00
+1.024456e+05     +2.726214e-01     +4.500000e+01     +6.893874e+00
+1.632528e+05     +2.785197e-01     +4.500000e+01     +6.427869e+00
+2.599372e+05     +2.844075e-01     +4.500000e+01     +5.962747e+00
+4.135317e+05     +2.902847e-01     +4.500000e+01     +5.498440e+00
+6.573160e+05     +2.961509e-01     +4.500000e+01     +5.035102e+00
+1.043896e+06     +3.020059e-01     +4.500000e+01     +4.572720e+00
+1.656341e+06     +3.078496e-01     +4.500000e+01     +4.111632e+00
+2.625698e+06     +3.136817e-01     +4.500000e+01     +3.652206e+00
+4.158481e+06     +3.195020e-01     +4.500000e+01     +3.195706e+00
+6.579788e+06     +3.253103e-01     +4.500000e+01     +2.744356e+00
+1.040085e+07     +3.311063e-01     +4.500000e+01     +2.302935e+00
+1.642473e+07     +3.368899e-01     +4.500000e+01     +1.879085e+00
+2.591148e+07     +3.426607e-01     +4.500000e+01     +1.484169e+00
+4.083605e+07     +3.484187e-01     +4.500000e+01     +1.130883e+00
+6.429025e+07     +3.541635e-01     +4.500000e+01     +8.304381e-01
+1.011088e+08     +3.598950e-01     +4.500000e+01     +5.883826e-01
+1.588430e+08     +3.656130e-01     +4.500000e+01     +4.036037e-01
+2.492728e+08     +3.713172e-01     +4.500000e+01     +2.691780e-01
+3.907527e+08     +3.770074e-01     +4.500000e+01     +1.753795e-01
+6.118460e+08     +3.826834e-01     +4.500000e+01     +1.120917e-01
+9.569471e+08     +3.883450e-01     +4.500000e+01     +7.054380e-02
+1.494969e+09     +3.939920e-01     +4.500000e+01     +4.383953e-02
+2.332746e+09     +3.996242e-01     +4.500000e+01     +2.696864e-02
+3.635687e+09     +4.052413e-01     +4.500000e+01     +1.645064e-02
+5.659552e+09     +4.108432e-01     +4.500000e+01     +9.965598e-03
+8.799276e+09     +4.164296e-01     +4.500000e+01     +6.001555e-03
+1.366388e+10     +4.220003e-01     +4.500000e+01     +3.596637e-03
+2.119121e+10     +4.275551e-01     +4.500000e+01     +2.146219e-03
+3.282354e+10     +4.330938e-01     +4.500000e+01     +1.276132e-03
+5.077566e+10     +4.386162e-01     +4.500000e+01     +7.563741e-04
+7.844389e+10     +4.441221e-01     +4.500000e+01     +4.471148e-04
+1.210289e+11     +4.496113e-01     +4.500000e+01     +2.636704e-04
+1.864825e+11     +4.550836e-01     +4.500000e+01     +1.551804e-04
+2.869455e+11     +4.605387e-01     +4.500000e+01     +9.116523e-05
+4.409261e+11     +4.659765e-01     +4.500000e+01     +5.347856e-05
+6.765974e+11     +4.713967e-01     +4.500000e+01     +3.132919e-05
+1.036778e+12     +4.767992e-01     +4.500000e+01     +1.833399e-05
+1.586447e+12     +4.821838e-01     +4.500000e+01     +1.071886e-05
+2.424054e+12     +4.875502e-01     +4.500000e+01     +6.262204e-06
+3.698532e+12     +4.928982e-01     +4.500000e+01     +3.656178e-06
+5.634816e+12     +4.982277e-01     +4.500000e+01     +2.133736e-06
+8.572087e+12     +5.035384e-01     +4.500000e+01     +1.244783e-06
+1.302096e+13     +5.088301e-01     +4.500000e+01     +7.260537e-07
+1.974886e+13     +5.141027e-01     +4.500000e+01     +4.234346e-07
+2.990729e+13     +5.193560e-01     +4.500000e+01     +2.469574e-07
+4.522110e+13     +5.245897e-01     +4.500000e+01     +1.440429e-07
+6.826965e+13     +5.298036e-01     +4.500000e+01     +8.403592e-08
+1.029034e+14     +5.349976e-01     +4.500000e+01     +4.904045e-08
+1.548606e+14     +5.401715e-01     +4.500000e+01     +2.863024e-08
+2.326774e+14     +5.453250e-01     +4.500000e+01     +1.672194e-08
+3.490303e+14     +5.504580e-01     +4.500000e+01     +9.772369e-09
+5.227102e+14     +5.555702e-01     +4.500000e+01     +5.714433e-09
+7.815221e+14     +5.606616e-01     +4.500000e+01     +3.343978e-09
+1.166534e+15     +5.657318e-01     +4.500000e+01     +1.958292e-09
+1.738291e+15     +5.707807e-01     +4.500000e+01     +1.147808e-09
+2.585893e+15     +5.758082e-01     +4.500000e+01     +6.733556e-10
+3.840207e+15     +5.808140e-01     +4.500000e+01     +3.954161e-10
+5.693097e+15     +5.857979e-01     +4.500000e+01     +2.324361e-10
+8.425308e+15     +5.907597e-01     +4.500000e+01     +1.367858e-10
+1.244686e+16     +5.956993e-01     +4.500000e+01     +8.058808e-11
+1.835543e+16     +6.006165e-01     +4.500000e+01     +4.753787e-11
+2.702050e+16     +6.055110e-01     +4.500000e+01     +2.807702e-11
+3.970453e+16     +6.103828e-01     +4.500000e+01     +1.660542e-11
+5.823691e+16     +6.152316e-01     +4.500000e+01     +9.834198e-12
+8.526323e+16     +6.200572e-01     +4.500000e+01     +5.832593e-12
+1.246018e+17     +6.248595e-01     +4.500000e+01     +3.464339e-12
+1.817522e+17     +6.296382e-01     +4.500000e+01     +2.060901e-12
+2.646195e+17     +6.343933e-01     +4.500000e+01     +1.227930e-12
+3.845427e+17     +6.391244e-01     +4.500000e+01     +7.328424e-13
+5.577526e+17     +6.438315e-01     +4.500000e+01     +4.380964e-13
+8.074340e+17     +6.485144e-01     +4.500000e+01     +2.623554e-13
+1.166634e+18     +6.531728e-01     +4.500000e+01     +1.573886e-13
+1.682359e+18     +6.578067e-01     +4.500000e+01     +9.459259e-14
+2.421325e+18     +6.624158e-01     +4.500000e+01     +5.695649e-14
+3.478017e+18     +6.669999e-01     +4.500000e+01     +3.436119e-14
+4.985959e+18     +6.715590e-01     +4.500000e+01     +2.076985e-14
+7.133428e+18     +6.760927e-01     +4.500000e+01     +1.257982e-14
+1.018532e+19     +6.806010e-01     +4.500000e+01     +7.634710e-15
+1.451348e+19     +6.850837e-01     +4.500000e+01     +4.643252e-15
+2.063877e+19     +6.895405e-01     +4.500000e+01     +2.829860e-15
+2.928905e+19     +6.939715e-01     +4.500000e+01     +1.728439e-15
+4.147920e+19     +6.983762e-01     +4.500000e+01     +1.058012e-15
+5.862101e+19     +7.027547e-01     +4.500000e+01     +6.490939e-16
+8.267391e+19     +7.071068e-01     +4.500000e+01     +3.991221e-16
+1.163510e+20     +7.114322e-01     +4.500000e+01     +2.459898e-16
+1.634004e+20     +7.157308e-01     +4.500000e+01     +1.519647e-16
+2.289873e+20     +7.200025e-01     +4.500000e+01     +9.410517e-17
+3.202135e+20     +7.242471e-01     +4.500000e+01     +5.841582e-17
+4.468197e+20     +7.284644e-01     +4.500000e+01     +3.635162e-17
+6.221342e+20     +7.326543e-01     +4.500000e+01     +2.267746e-17
+8.643496e+20     +7.368166e-01     +4.500000e+01     +1.418312e-17
+1.198238e+21     +7.409511e-01     +4.500000e+01     +8.893181e-18
+1.657446e+21     +7.450578e-01     +4.500000e+01     +5.590860e-18
+2.287566e+21     +7.491364e-01     +4.500000e+01     +3.524015e-18
+3.150213e+21     +7.531868e-01     +4.500000e+01     +2.227214e-18
+4.328460e+21     +7.572088e-01     +4.500000e+01     +1.411408e-18
+5.934018e+21     +7.612024e-01     +4.500000e+01     +8.968850e-19
+8.116727e+21     +7.651673e-01     +4.500000e+01     +5.714993e-19
+1.107706e+22     +7.691033e-01     +4.500000e+01     +3.651871e-19
+1.508256e+22     +7.730105e-01     +4.500000e+01     +2.340117e-19
+2.048928e+22     +7.768885e-01     +4.500000e+01     +1.503860e-19
+2.776994e+22     +7.807372e-01     +4.500000e+01     +9.692294e-20
+3.755041e+22     +7.845566e-01     +4.500000e+01     +6.264980e-20
+5.065717e+22     +7.883464e-01     +4.500000e+01     +4.061519e-20
+6.817873e+22     +7.921066e-01     +4.500000e+01     +2.640930e-20
+9.154480e+22     +7.958369e-01     +4.500000e+01     +1.722370e-20
+1.226282e+23     +7.995373e-01     +4.500000e+01     +1.126733e-20
+1.638757e+23     +8.032075e-01     +4.500000e+01     +7.393356e-21
+2.184746e+23     +8.068476e-01     +4.500000e+01     +4.866440e-21
+2.905663e+23     +8.104572e-01     +4.500000e+01     +3.213159e-21
+3.855162e+23     +8.140363e-01     +4.500000e+01     +2.128266e-21
+5.102564e+23     +8.175848e-01     +4.500000e+01     +1.414147e-21
+6.737181e+23     +8.211025e-01     +4.500000e+01     +9.426691e-22
+8.873753e+23     +8.245893e-01     +4.500000e+01     +6.304090e-22
+1.165927e+24     +8.280450e-01     +4.500000e+01     +4.229651e-22
+1.528149e+24     +8.314696e-01     +4.500000e+01     +2.847133e-22
+1.997956e+24     +8.348629e-01     +4.500000e+01     +1.922880e-22
+2.605721e+24     +8.382247e-01     +4.500000e+01     +1.302987e-22
+3.389902e+24     +8.415550e-01     +4.500000e+01     +8.859125e-23
+4.399054e+24     +8.448536e-01     +4.500000e+01     +6.043753e-23
+5.694296e+24     +8.481203e-01     +4.500000e+01     +4.137202e-23
+7.352336e+24     +8.513552e-01     +4.500000e+01     +2.841797e-23
+9.469147e+24     +8.545580e-01     +4.500000e+01     +1.958774e-23
+1.216445e+25     +8.577286e-01     +4.500000e+01     +1.354823e-23
+1.558714e+25     +8.608669e-01     +4.500000e+01     +9.403846e-24
+1.992178e+25     +8.639729e-01     +4.500000e+01     +6.550219e-24
+2.539649e+25     +8.670462e-01     +4.500000e+01     +4.578789e-24
+3.229234e+25     +8.700870e-01     +4.500000e+01     +3.212124e-24
+4.095447e+25     +8.730950e-01     +4.500000e+01     +2.261505e-24
+5.180544e+25     +8.760701e-01     +4.500000e+01     +1.597971e-24
+6.536086e+25     +8.790122e-01     +4.500000e+01     +1.133241e-24
+8.224788e+25     +8.819213e-01     +4.500000e+01     +8.066039e-25
+1.032268e+26     +8.847971e-01     +4.500000e+01     +5.762336e-25
+1.292163e+26     +8.876396e-01     +4.500000e+01     +4.131802e-25
+1.613227e+26     +8.904487e-01     +4.500000e+01     +2.973707e-25
+2.008739e+26     +8.932243e-01     +4.500000e+01     +2.148210e-25
+2.494582e+26     +8.959662e-01     +4.500000e+01     +1.557723e-25
+3.089689e+26     +8.986745e-01     +4.500000e+01     +1.133811e-25
+3.816549e+26     +9.013488e-01     +4.500000e+01     +8.284033e-26
+4.701783e+26     +9.039893e-01     +4.500000e+01     +6.075700e-26
+5.776790e+26     +9.065957e-01     +4.500000e+01     +4.473191e-26
+7.078473e+26     +9.091680e-01     +4.500000e+01     +3.306034e-26
+8.650041e+26     +9.117060e-01     +4.500000e+01     +2.452894e-26
+1.054191e+27     +9.142098e-01     +4.500000e+01     +1.826980e-26
+1.281265e+27     +9.166791e-01     +4.500000e+01     +1.366106e-26
+1.553013e+27     +9.191139e-01     +4.500000e+01     +1.025493e-26
+1.877257e+27     +9.215140e-01     +4.500000e+01     +7.728400e-27
+2.262987e+27     +9.238795e-01     +4.500000e+01     +5.847323e-27
+2.720489e+27     +9.262102e-01     +4.500000e+01     +4.441665e-27
+3.261486e+27     +9.285061e-01     +4.500000e+01     +3.387324e-27
+3.899282e+27     +9.307670e-01     +4.500000e+01     +2.593583e-27
+4.648914e+27     +9.329928e-01     +4.500000e+01     +1.993776e-27
+5.527302e+27     +9.351835e-01     +4.500000e+01     +1.538844e-27
+6.553403e+27     +9.373390e-01     +4.500000e+01     +1.192491e-27
+7.748360e+27     +9.394592e-01     +4.500000e+01     +9.278251e-28
+9.135644e+27     +9.415441e-01     +4.500000e+01     +7.248147e-28
+1.074119e+28     +9.435935e-01     +4.500000e+01     +5.685190e-28
+1.259350e+28     +9.456073e-01     +4.500000e+01     +4.477329e-28
+1.472378e+28     +9.475856e-01     +4.500000e+01     +3.540423e-28
+1.716597e+28     +9.495282e-01     +4.500000e+01     +2.810939e-28
+1.995678e+28     +9.514350e-01     +4.500000e+01     +2.240851e-28
+2.313576e+28     +9.533060e-01     +4.500000e+01     +1.793648e-28
+2.674519e+28     +9.551412e-01     +4.500000e+01     +1.441543e-28
+3.083002e+28     +9.569403e-01     +4.500000e+01     +1.163272e-28
+3.543773e+28     +9.587035e-01     +4.500000e+01     +9.425425e-29
+4.061809e+28     +9.604305e-01     +4.500000e+01     +7.668004e-29
+4.642293e+28     +9.621214e-01     +4.500000e+01     +6.263649e-29
+5.290573e+28     +9.637761e-01     +4.500000e+01     +5.137260e-29
+6.012125e+28     +9.653944e-01     +4.500000e+01     +4.230540e-29
+6.812496e+28     +9.669765e-01     +4.500000e+01     +3.497962e-29
+7.697248e+28     +9.685221e-01     +4.500000e+01     +2.903957e-29
+8.671887e+28     +9.700313e-01     +4.500000e+01     +2.420560e-29
+9.741789e+28     +9.715039e-01     +4.500000e+01     +2.025780e-29
+1.091211e+29     +9.729400e-01     +4.500000e+01     +1.702217e-29
+1.218772e+29     +9.743394e-01     +4.500000e+01     +1.436098e-29
+1.357304e+29     +9.757021e-01     +4.500000e+01     +1.216454e-29
+1.507203e+29     +9.770281e-01     +4.500000e+01     +1.034549e-29
+1.668800e+29     +9.783174e-01     +4.500000e+01     +8.833783e-30
+1.842353e+29     +9.795698e-01     +4.500000e+01     +7.573300e-30
+2.028039e+29     +9.807853e-01     +4.500000e+01     +6.518760e-30
+2.225937e+29     +9.819639e-01     +4.500000e+01     +5.633650e-30
+2.436021e+29     +9.831055e-01     +4.500000e+01     +4.888330e-30
+2.658148e+29     +9.842101e-01     +4.500000e+01     +4.258757e-30
+2.892051e+29     +9.852776e-01     +4.500000e+01     +3.725292e-30
+3.137330e+29     +9.863081e-01     +4.500000e+01     +3.271909e-30
+3.393441e+29     +9.873014e-01     +4.500000e+01     +2.885441e-30
+3.659696e+29     +9.882576e-01     +4.500000e+01     +2.555083e-30
+3.935259e+29     +9.891765e-01     +4.500000e+01     +2.271902e-30
